N,P,K,temperature,humidity,ph,rainfall,label,fertilizer_type,pesticide_type,irigation_level,base_yield,crop_yield(per hectre),climate_suitability,disease_risk_predcition
32,76,15,28.05153602,63.49802189,7.604110177,43.35795377,lentil,Phosphorus-Rich,Insecticide,High,405.040042,430.2585322,Medium,Low
13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,lentil,Phosphorus-Rich,Herbicide,High,304.5193034,429.7058422,Medium,Low
38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,lentil,Phosphorus-Rich,Insecticide,High,393.2618203,411.9731581,Medium,Low
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,lentil,Phosphorus-Rich,Herbicide,High,328.0453254,394.0660608,Medium,Low
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,lentil,Phosphorus-Rich,Insecticide,High,413.1411118,426.5370809,Medium,Low
29,71,18,22.17499963,62.13873825,6.410441476,53.46622584,lentil,Phosphorus-Rich,Herbicide,High,381.0232427,504.6686569,Medium,Low
2,72,18,26.57597546,60.97876599,7.836719564,50.89110726,lentil,Phosphorus-Rich,Insecticide,High,291.84804,341.9493775,Medium,Low
6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,lentil,Phosphorus-Rich,Insecticide,High,280.9558262,300.0307765,Medium,Low
13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,lentil,Phosphorus-Rich,Herbicide,High,308.3528231,443.2248483,Medium,Low
8,58,17,28.75273118,69.15640149,7.286049978,35.15426171,lentil,Phosphorus-Rich,Insecticide,High,282.9960258,260.652449,Medium,Low
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,lentil,Phosphorus-Rich,Insecticide,High,320.298948,389.8526643,Medium,Low
2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,lentil,Phosphorus-Rich,Insecticide,High,303.6868515,383.5015162,Medium,Low
3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,lentil,Phosphorus-Rich,Insecticide,High,298.352268,311.3465521,Medium,Low
27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,lentil,Phosphorus-Rich,Insecticide,High,410.3005208,443.9415499,Medium,Low
39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,lentil,Phosphorus-Rich,Herbicide,High,428.6448136,577.8374499,Medium,Low
40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,lentil,Phosphorus-Rich,Herbicide,High,437.8139959,589.0601941,Medium,Low
37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,lentil,Phosphorus-Rich,Insecticide,High,393.690183,496.4455972,Medium,Low
31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,lentil,Phosphorus-Rich,Insecticide,High,374.3378477,419.6172872,Medium,Low
22,67,22,29.03017561,64.49166566,7.475926645,54.9393771,lentil,Phosphorus-Rich,Insecticide,High,359.4191399,360.5848305,Medium,Low
3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,lentil,Phosphorus-Rich,Herbicide,High,309.8624919,394.3572759,Medium,Low
4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,lentil,Phosphorus-Rich,Insecticide,High,322.1684788,298.3461285,Medium,Low
13,61,24,18.29783597,69.6897615,7.629910253,49.39111479,lentil,Phosphorus-Rich,Herbicide,High,310.4521257,412.4589115,Medium,Low
12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,lentil,Phosphorus-Rich,Insecticide,High,316.9821958,345.3053185,Medium,Low
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,lentil,Phosphorus-Rich,Insecticide,High,273.9272117,344.8290727,Medium,Low
9,60,21,29.94413861,67.31323084,7.52178027,40.37113729,lentil,Phosphorus-Rich,Insecticide,High,297.3432494,270.6577153,Medium,Low
18,66,22,25.87990287,67.55109024,6.347379185,47.89645224,lentil,Phosphorus-Rich,Insecticide,High,342.2345764,365.5290057,Medium,Low
32,56,18,20.0467711,65.84395319,7.135251532,46.05333124,lentil,Phosphorus-Rich,Herbicide,High,354.5437888,473.5051753,Medium,Low
6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,lentil,Phosphorus-Rich,Herbicide,High,301.9209994,362.4028264,Medium,Low
15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,lentil,Phosphorus-Rich,Insecticide,High,355.2611631,394.5138554,Medium,Low
0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,lentil,Phosphorus-Rich,Insecticide,High,278.7643725,297.0308535,Medium,Low
30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,lentil,Phosphorus-Rich,Herbicide,High,411.8212193,548.9882175,Medium,Low
3,63,16,24.38041875,61.18458224,6.868881708,53.13946695,lentil,Phosphorus-Rich,Insecticide,High,268.2150843,336.7105665,Medium,Low
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,lentil,Phosphorus-Rich,Herbicide,High,313.4184247,398.9051249,Medium,Low
10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,lentil,Phosphorus-Rich,Herbicide,High,329.4569601,480.5127625,Medium,Low
14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,lentil,Phosphorus-Rich,Insecticide,High,330.745646,405.3620797,Medium,Low
39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,lentil,Phosphorus-Rich,Insecticide,High,415.3233585,437.9074026,Medium,Low
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,lentil,Phosphorus-Rich,Insecticide,High,353.9254852,320.5222213,Medium,Low
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,lentil,Phosphorus-Rich,Insecticide,High,317.2648442,342.7837801,Medium,Low
31,58,15,28.31886863,60.19461399,6.167855382,45.36521251,lentil,Phosphorus-Rich,Insecticide,High,354.7718633,396.5060102,Medium,Low
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,lentil,Phosphorus-Rich,Insecticide,High,359.7143816,400.738373,Medium,Low
5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,lentil,Phosphorus-Rich,Herbicide,High,283.9867697,386.5007834,Medium,Low
16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,lentil,Phosphorus-Rich,Insecticide,High,330.6683574,318.7128288,Medium,Low
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,lentil,Phosphorus-Rich,Insecticide,High,386.6838676,484.2408794,Medium,Low
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,lentil,Phosphorus-Rich,Herbicide,High,324.9738009,436.2469224,Medium,Low
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,lentil,Phosphorus-Rich,Insecticide,High,318.3542273,363.5265119,Medium,Low
24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,lentil,Phosphorus-Rich,Herbicide,High,339.3769831,420.7897652,Medium,Low
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,lentil,Phosphorus-Rich,Herbicide,High,303.5119893,389.5293831,Medium,Low
26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,lentil,Phosphorus-Rich,Insecticide,High,357.3413479,337.5177379,Medium,Low
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,lentil,Phosphorus-Rich,Insecticide,High,349.9722907,385.5538058,Medium,Low
24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,lentil,Phosphorus-Rich,Insecticide,High,364.5029264,389.4597173,Medium,Low
13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,lentil,Phosphorus-Rich,Insecticide,High,343.9547421,435.9625833,Medium,Low
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,lentil,Phosphorus-Rich,Insecticide,High,294.611286,345.5099141,Medium,Low
12,58,23,21.74600081,63.39503184,6.765091462,50.43306085,lentil,Phosphorus-Rich,Herbicide,High,296.9338198,390.9261213,Medium,Low
32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,lentil,Phosphorus-Rich,Insecticide,High,422.6585877,456.8817962,Medium,Low
6,68,18,24.388717,62.50453062,6.711341147,47.26052494,lentil,Phosphorus-Rich,Insecticide,High,295.013692,362.4668933,Medium,Low
10,79,20,24.98287462,66.895409,6.379881442,38.21370568,lentil,Phosphorus-Rich,Insecticide,High,342.6235451,382.7312064,Medium,Low
38,77,22,28.234829,69.3159965,6.313284268,35.36831423,lentil,Phosphorus-Rich,Insecticide,High,442.6774611,415.4840104,Medium,Low
17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,lentil,Phosphorus-Rich,Insecticide,High,352.5593945,360.2805114,Medium,Low
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,lentil,Phosphorus-Rich,Insecticide,High,377.8849484,397.0835345,Medium,Low
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,lentil,Phosphorus-Rich,Insecticide,High,371.8006876,438.4536245,Medium,Low
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,lentil,Phosphorus-Rich,Insecticide,High,416.5899965,520.045761,Medium,Low
19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,lentil,Phosphorus-Rich,Herbicide,High,369.2055474,478.7235388,Medium,Low
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,lentil,Phosphorus-Rich,Herbicide,High,326.4455688,471.6709194,Medium,Low
28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,lentil,Phosphorus-Rich,Insecticide,High,378.0920669,354.5040198,Medium,Low
1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,lentil,Phosphorus-Rich,Insecticide,High,280.839029,320.9141735,Medium,Low
12,67,23,25.62896213,63.14909763,6.585020303,45.49683991,lentil,Phosphorus-Rich,Insecticide,High,322.3926283,375.955959,Medium,Low
36,67,20,20.39078312,60.47528931,6.924042372,53.31508572,lentil,Phosphorus-Rich,Herbicide,High,396.0978001,566.0817803,Medium,Low
28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,lentil,Phosphorus-Rich,Insecticide,High,381.1116867,468.2677081,Medium,Low
12,71,19,24.91079638,60.71367427,7.142611056,42.19740397,lentil,Phosphorus-Rich,Insecticide,High,324.3568417,403.3631166,Medium,Low
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,lentil,Phosphorus-Rich,Insecticide,High,351.0894646,379.8443488,Medium,Low
26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,lentil,Phosphorus-Rich,Herbicide,High,362.51395,518.257357,Medium,Low
16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,lentil,Phosphorus-Rich,Herbicide,High,314.479332,465.3986424,Medium,Low
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,lentil,Phosphorus-Rich,Insecticide,High,309.3006798,353.6021677,Medium,Low
33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,lentil,Phosphorus-Rich,Insecticide,High,367.7027073,467.5778638,Medium,Low
21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,lentil,Phosphorus-Rich,Insecticide,High,337.4769876,366.9011094,Medium,Low
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,lentil,Phosphorus-Rich,Insecticide,High,281.825352,333.0747591,Medium,Low
10,75,17,18.43966037,68.05394959,7.732194788,39.00992137,lentil,Phosphorus-Rich,Herbicide,High,323.5840981,438.6564904,Medium,Low
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,lentil,Phosphorus-Rich,Insecticide,High,366.4352745,376.6171587,Medium,Low
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,lentil,Phosphorus-Rich,Insecticide,High,287.8701015,354.3191868,Medium,Low
35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,lentil,Phosphorus-Rich,Insecticide,High,419.6594521,472.5345192,Medium,Low
7,63,24,19.55750776,64.45268309,6.818681086,53.04669416,lentil,Phosphorus-Rich,Herbicide,High,292.3176161,404.254692,Medium,Low
9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,lentil,Phosphorus-Rich,Insecticide,High,277.9734186,298.3605116,Medium,Low
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,lentil,Phosphorus-Rich,Insecticide,High,338.245843,345.9432316,Medium,Low
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,lentil,Phosphorus-Rich,Insecticide,High,349.5114435,366.9089566,Medium,Low
36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,lentil,Phosphorus-Rich,Insecticide,High,391.5375587,447.7345517,Medium,Low
28,67,21,21.79792649,63.73086065,6.250994223,46.62370222,lentil,Phosphorus-Rich,Herbicide,High,372.6768576,487.3679098,Medium,Low
28,79,16,24.70626432,60.26854183,6.052184881,53.12442925,lentil,Phosphorus-Rich,Insecticide,High,395.4261366,498.4987795,Medium,Low
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,lentil,Phosphorus-Rich,Herbicide,High,401.7463795,522.2997749,Medium,Low
10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,lentil,Phosphorus-Rich,Insecticide,High,319.7678778,345.5726838,Medium,Low
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,lentil,Phosphorus-Rich,Herbicide,High,347.1583032,442.1181415,Medium,Low
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,lentil,Phosphorus-Rich,Insecticide,High,433.9702538,452.5546871,Medium,Low
0,67,22,29.82112112,69.4073209,6.593798387,51.56461082,lentil,Phosphorus-Rich,Insecticide,High,286.0012894,249.7627345,Medium,Low
7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,lentil,Phosphorus-Rich,Insecticide,High,324.3967763,353.8410752,Medium,Low
10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,lentil,Phosphorus-Rich,Insecticide,High,285.5827388,274.6092938,Medium,Low
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,lentil,Phosphorus-Rich,Herbicide,High,408.9551832,550.2659073,Medium,Low
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,lentil,Phosphorus-Rich,Insecticide,High,338.6970832,448.3256414,Medium,Low
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,lentil,Phosphorus-Rich,Herbicide,High,324.9767891,427.7597525,Medium,Low
4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,lentil,Phosphorus-Rich,Insecticide,High,271.5772403,285.6176615,Medium,Low
34,73,15,20.97195263,63.83179889,7.630424083,53.10207889,lentil,Phosphorus-Rich,Herbicide,High,399.0766414,534.2716425,Medium,Low
33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,lentil,Phosphorus-Rich,Insecticide,High,409.4105035,479.8162661,Medium,Low
2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,pomegranate,Neutral,Fungicide,High,218.6290704,139.7441389,Medium,High
6,18,37,19.65690085,89.93701023,5.937649578,108.0458926,pomegranate,Neutral,Fungicide,High,211.1877268,183.5785981,Medium,Moderate
8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,pomegranate,Neutral,Fungicide,High,234.4683629,223.8915473,Medium,Moderate
37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate,Neutral,Fungicide,High,329.02421,196.8169404,Medium,High
0,27,38,22.44581266,89.90147027,6.738016221,109.3905998,pomegranate,Neutral,Fungicide,High,216.3975323,164.1205818,Medium,Moderate
31,25,38,24.96273236,92.40501423,6.497366677,109.4169192,pomegranate,Neutral,Fungicide,High,323.4131944,196.5297963,Medium,High
21,21,38,22.5526059,89.3259486,6.327673765,104.8955643,pomegranate,Neutral,Fungicide,High,274.6376539,210.2791737,Medium,Moderate
6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,pomegranate,Neutral,Fungicide,High,249.089276,177.9418193,Medium,Moderate
25,27,41,19.20090378,94.27659596,6.923509371,108.0423555,pomegranate,Neutral,Fungicide,High,308.4266806,246.9620329,Medium,Moderate
15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,pomegranate,Neutral,Fungicide,High,231.112436,156.1152113,Medium,High
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate,Neutral,Fungicide,High,206.555701,155.6207916,Medium,High
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate,Neutral,Fungicide,High,233.7013678,175.4106563,Medium,High
36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate,Neutral,Fungicide,High,286.707236,267.3489993,Medium,Moderate
4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,pomegranate,Neutral,Fungicide,High,221.1912542,134.4168085,Medium,High
29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,pomegranate,Neutral,Fungicide,High,309.2404019,220.9801525,Medium,High
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate,Neutral,Fungicide,High,245.6962706,217.5305442,Medium,Moderate
18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate,Neutral,Fungicide,High,285.2773695,203.5463628,Medium,Moderate
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate,Neutral,Fungicide,High,240.6931018,166.9099025,Medium,Moderate
5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate,Neutral,Fungicide,High,199.5105405,191.6168034,Medium,Moderate
18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,pomegranate,Neutral,Fungicide,High,279.23899,199.2407935,Medium,High
9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,pomegranate,Neutral,Fungicide,High,203.4432541,153.873446,Medium,Moderate
40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,pomegranate,Neutral,Fungicide,High,369.2045844,255.487403,Medium,Moderate
22,23,44,20.13037175,89.31505137,6.143874691,107.3416913,pomegranate,Neutral,Fungicide,High,290.1933282,250.3694311,Medium,Moderate
9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate,Neutral,Fungicide,High,219.400879,196.4586504,Medium,Moderate
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate,Neutral,Fungicide,High,264.0979674,230.2703272,Medium,Moderate
0,17,42,23.20242586,91.19442671,6.859840821,109.0946323,pomegranate,Neutral,Fungicide,High,198.7785967,139.6018172,Medium,High
2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate,Neutral,Fungicide,High,213.0249996,202.6214238,Medium,Moderate
28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate,Neutral,Fungicide,High,265.4892088,197.3187806,Medium,Moderate
8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate,Neutral,Fungicide,High,240.0928172,221.2538638,Medium,Moderate
29,16,36,19.81069447,88.92944254,5.740338002,102.860084,pomegranate,Neutral,Fungicide,High,284.7062211,251.4716014,Medium,Moderate
17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,pomegranate,Neutral,Fungicide,High,263.092591,173.1209168,Medium,High
34,21,42,18.75927679,89.93457597,6.648687274,111.0196744,pomegranate,Neutral,Fungicide,High,323.468167,292.8101805,Medium,Moderate
21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate,Neutral,Fungicide,High,283.8115353,245.9743534,Medium,Moderate
25,17,40,18.91251245,87.74938524,6.608023872,111.2800516,pomegranate,Neutral,Fungicide,High,277.7796411,261.8893671,Medium,Moderate
8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate,Neutral,Fungicide,High,237.4008324,180.1267224,Medium,Moderate
26,18,42,19.72620525,89.64934166,6.910374919,108.2287276,pomegranate,Neutral,Fungicide,High,288.5705692,251.7052625,Medium,Moderate
4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate,Neutral,Fungicide,High,216.2696946,160.9484106,Medium,High
36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate,Neutral,Fungicide,High,344.0099571,196.5521574,Medium,High
5,24,40,24.692258,93.87030088,6.297907579,104.6735454,pomegranate,Neutral,Fungicide,High,233.5759869,137.6199963,Medium,High
19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate,Neutral,Fungicide,High,258.6163837,195.015563,Medium,High
39,30,38,20.12644921,87.59629625,6.965156738,108.065579,pomegranate,Neutral,Fungicide,High,357.1589371,320.4786095,Medium,Moderate
5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate,Neutral,Fungicide,High,248.6536338,187.0301551,Medium,Moderate
4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,pomegranate,Neutral,Fungicide,High,229.3138889,182.3268996,Medium,Moderate
38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,pomegranate,Neutral,Fungicide,High,327.8975521,279.7642821,Medium,Moderate
37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,pomegranate,Neutral,Fungicide,High,301.7344368,233.2905335,Medium,High
